rathian & rathian cat,1197
g casablanca,1168
b/ghrungnir,820
rtsubaki,2970
spica,3058
r/g barbados,1166
g rangiku matsumoto,2693
rl exiled apollo,1059
awilda,975
d/bsonia,2406
g/rliu bei,1743
b/l gohan,1559
d/r princess valkyrie,1731
llcupid,1104
b/dsonia,2566
machine zeus,2528
r lifive,2092
r/r ares,568
dgalraune,2411
emperor of palamecia,2053
saint minerva,388
jize,2102
bmori motonari,3103
b neptune dragon,2255
alma,2243
lariel,2496
d/dyomi,990
bbneptune,1534
aminerva,1533
lg pouf,1034
r/l gadius,2744
sagara sanosuke,3025
machine athena,3074
l alex santa,539
lshangri-la,775
lbda qiao & xiao qiao,2904
r/race,2926
blsun quan,1740
shining dragon knight,1507
dthe tenth angel,712
gooeyman,2006
b/lisis,997
drnobunaga,2130
super saiyan 3 - goku,1558
jean kirstein,2366
g phact,2192
dl sonia gran reverse,2737
dufo,771
b/rlil' blue dragon,1091
rd shiva dragon,2253
d/dmystic dark knight,2743
lda qiao & xiao qiao,2904
chaos venus,395
b amon,2504
archangel uriel,2498
l shining dragon swordsman,1507
gbaustralis,2563
d batman+batarang,933
llgc crab,1322
rr yamato takeru,2657
bhatsume no tsubone,1192
mystic dark knight,2743
rbexiled apollo,882
ltakemikazuchi,2551
rardbeg,441
lhelianthus,1169
tabby nyadra,1957
dbzweihander,1885
b/g lakshmi,1114
rr thuban,2185
gcaph,2529
rdaruma,438
flowing dark tiamat,339
d/d gin,2868
dlanubis,1001
r/rdd-drake,843
dl satsuki,2150
d/dginyu,1391
l/l ivory dragon,1110
glthreedia,1472
d/r persephone,893
d/devil dragon helheim,412
gl algedi,2557
llyuria,2447
b awoken odin cat,1199
b/d toa,2876
hathor,2387
dr hideto bandou,2614
b/b rihaku,2453
l/d kikyo,2842
lr apollo,892
g/b captain kidd,976
r/bame no uzume,2278
r/rkut-ku cat,1606
b/b kraken,1211
rliu bei,2514
d/d bad badtz-maru,1157
rlgainaut,1839
d/bdark angel metatron,1644
b/bshinji&eva unit-01,698
l mitsuhashi & ito,2860
g/g fudo,2451
g zeus-dios,2948
g cauchemar,2894
the flash,1684
bbpuppetmaster,1905
b/l sumire,2971
trunks,1561
gbsonia,2287
ld first form,2791
gd princess valkyrie,1730
awoken venus,1928
gdpiccolo,1403
rrhello kitty,2086
四代目武装戦線頭・九能龍信,2608
d arkham knight,2140
g/b armin arlert,2362
gb puzzdroid,831
db vampire,894
b karin,2074
black mage,2802
b tsih,2532
lgprincess soprano,2733
a yomi,2325
r/rexiled apollo,715
garmin arlert,2362
b/g y'shtola,2782
rex cat,2343
ddark dragon swordsman,1899
glfreyja,1346
b trunks,1561
d/lultimecia,2785
dking metal cat,877
noah dragon,2717
r/g alma,2243
b/bruka,1512
bd isis,2812
g/l dryad,1102
g/dren hakuryuu,2856
g enju,2938
l tora,2486
g/ldragonette,332
blverdor,2940
d/l maple,2729
r strawberry dragon,1076
g/l odin,1423
gl amitan,841
rlinuyasha,2459
d/dichigo kurosaki,2677
l/bsakuya,2389
dbtyphon,2745
drsatan maria,1888
green flame ifrit,323
tendo jigoku,2481
echidna,1099
lr kopis,1884
l/b ogre cat,2342
d/ranubis,2013
l/gathena another,2568
g armadel,1754
b/b shinji&eva unit-01,698
gr susano,2323
shantotto,2775
ddkenpachi zaraki,2695
br urd,2289
d saga,2122
受継ぎし拳・水瓶座の氷河,2123
awoken mephistopheles,1510
gdabe guard captain pig,1643
lrdon-chan,1554
lkali,1747
r/rflamedragon muspelheim,408
dgravis,1648
g/l bastet,888
hello kitty,2086
b/d hermes,2236
gcauchemar,2894
moogle&carbuncle,735
rd sonia another,2570
b/lmetatron,3111
baalbek,782
gbmasamune,1883
dkefka,2059
nordis,1845
b/dhermes,2236
dd kurone,1515
r bouya harumichi,2602
r/d kali,2511
llapocalypse,2925
archangel,1104
d/rdoomsday,2833
gnazca,784
l/lkoganei kaoru,2850
dd diadem,2189
b toki,3076
acubens,2555
rgpoogie,2346
zangetsu,2704
bd shinji&kaworu&unit-13,1201
dl vegeta,1560
l arcline,1656
l/l genie,922
extreme berserker,2800
satan maria,1889
cosmos venus,394
awoken takemikazuchi,2551
g/lodin dragon,2257
dcreuse,1658
l/borichalcum,740
g/b leorio,2228
ddvritra,1927
rliberty geist,3015
d/r vritra,2980
g/g susano,987
ggigarock,1593
rdhera-ur-senpai,2018
r/dtrance kuja,2786
l/l thor,655
d/d gamble mage,487
r/l ranger santa,533
d/l sesshomaru,2840
bhappo,1762
圧制の諜報神・石田三成,3106
fairlion,298
lr female titan,2378
rinoa,2036
d typhon,2745
chrys,2760
ddsleeping beauty,1421
balboa,2945
周到の謀略神・明智光秀,3109
r/rares,568
bg isis,2010
d/r nephthys,2388
awoken hel,2402
llmu,1721
lrarchangel raphael,2501
awoken wadatsumi,1307
g fudo,2451
b/b idunn&idunna,653
gthief,1902
rbthe norn urd,2663
rfreyr,2392
aanubis,2013
r/g shedir,2531
d/gbasilisk,340
dark gemini,2646
baquaman,1680
l/g sakuya another,2569
d/d zarbon,1381
l/dmitsuhashi & ito,2860
gr highlander,1209
silk,2666
lkrista lenz,2370
rlagni,2637
gmeimei,2075
l/g erwin smith,2364
mizuarashi,2934
b/l puppetmaster santa,535
glkano,2956
g avalon drake,2752
mystic stone knight,2741
ahera-is,597
rnaga,1099
ld sopdet,1463
dthe ninth angel,1205
goukami,2932
neo exdeath,2056
a bastet,2011
raphael,2501
rberserker z,1121
gdcameo,2670
xuanzang,1248
gggriffin,1212
ll super zeus,2217
l soldier,992
b/d heavy metal dragon,1473
genju,2938
bhermes,2748
g guan yu,1242
bb rihaku,2453
rl gadius,2744
bl trunks,1561
dd zangetsu,2704
g/b enju,2938
dvegeta,1560
dbagni,2896
gravis,1648
r/gares,2747
b wadatsumi dragon,3001
l 龍喚士・ana,3087
g dragonette,1096
rgstrawberry dragon,1076
d/ggoetia,1758
lmoogle&carbuncle,735
gl rachel moore,2864
lalbireo,2335
d/bloki,1348
gainaut,1839
l apollo,2750
a surtr,2398
d/d frieza - first form,1379
laotsuki ushio and tora,2465
d/r dark golem,2128
l taurus,2650
bmythril,1713
rgyundo,1761
r/gdino rider,1301
b kittyn & mimmyna,1147
d/gmayuri kurotsuchi,2701
pandora,2662
b/rberserk,692
rg videl,1800
bbhera-is,1737
kraken,1211
b/r mikasa ackerman,2357
denebola,2553
g susano,2323
g/lrachel moore,2864
dg persephone,2239
lgseta sojiro,3035
awoken light dragon king saiga,716
dg basilisk,340
btsih,2532
gg earth dragon swordsman,1897
a astaroth,2505
lr unicorn rider,2100
bars paulina,1752
rr red riding hood,1413
gg rangiku matsumoto,2693
damascus,741
zhang fei,1425
b/duonuma usui,3043
g/dishida mitsunari,3106
g/r dragonette,330
kapibara-san & white-san,1936
r/louka,2932
rbnim,1650
rsador,2333
l machine golem,2127
r/b harley quinn,2136
archangel lucifer,2502
dd hades,397
rr mr. satan,1584
gg astaroth,1259
r wroggi cat,857
rcoc dragon,729
r/d baldin,2713
rl archangel uriel,621
g/r gon freecss,2226
ddsaito hajime,3033
ll princess punt,821
g/b masamune,1883
g tenshinhan,1409
nim,1650
grobin,929
a noah,1461
dryushin kunou,2608
d dark angel metatron,1644
gl dryad,1102
rl kenshiro,2444
l/lsaori,2124
l/g amaterasu,2324
scorpio,2642
rr kyubi,2113
r/lsedin,2875
b/gsarutobi sasuke,2815
l vaan,2777
pierdra,761
b carat,2668
b/d ryune,2443
glphact,2192
dbpandora,2292
d/b loki,1348
dmachine hera,2526
r dinocorn,503
gl kaede,2972
g robin,929
bindigo,2263
rphoenix,1210
bl sherias,2711
lrilm,3235
g kushinadahime,2280
b volsung,1841
lrmaeda keiji,3107
d/d zangetsu,2704
gragnarok dragon,2594
bgy'shtola,2782
d/b inasa kirio & kuin,2467
dbatman+batarang,933
d/b pierdra,761
d/dakechi mitsuhide,3109
g/d black zeus,2220
beast rider merlin,381
pepper”水モード”,3161
g/lshew,1871
light courier fuu,424
b sherias,2711
b/l archangel gabriel,623
krishna,3068
rwroggi cat,857
lbheimdallr,2400
b/d nirai kanai,773
g/dceres,393
dd gamble mage,487
mar midgard,1273
l/dbalancile another,2245
hysferzen,2128
b/dodin,1925
ll sacred dragon king saiga,883
crystal ruler hikari - itsuki,1985
l ganesha,3071
d thanatos,923
dddill sirius,1623
bb leona akita,1285
r/b ame no uzume,2278
r/dsatan maria,1889
hyou,2844
l/rdon-chan,1554
llightning,2780
l aotsuki ushio and tora,2465
vivi,2040
d/gaamir,2809
d/b dark angel metatron,1644
r hanabishi recca,2469
lcinnamoroll,1161
blonia,2566
gcourage,2298
voice,2743
l/g athena,1422
lb da qiao & xiao qiao,2904
b/r viper orochi,1555
g/braguel,2941
d/d xuanzang,1248
lbivory dragon,335
ace,2929
ldra,998
d another geist,3017
d the ninth angel,1205
r/r exiled apollo,715
bg starling,1602
lramaterasu,1557
b/ltsih,2532
b cleopatra,1362
r/r kut-ku cat,1606
d/g hades,1748
l/l akechi mitsuhide,2954
private military arkham knight,2140
rhenoplos & rhenoplos cat,865
g/b courage,2298
batman+bw stealth,1476
glheracles,1098
l/r龍喚士・ana,3087
sacred dragon king saiga,883
dshibabowdra,2432
lra,2012
l ab matilda,957
lil' green dragon,1092
d mulan,1365
r/l ishikawa goemon,2006
d/d grisar,1849
rdinocorn,503
l/d sherias roots,2943
yasuda,2612
ragni,2637
graguel,2941
dr vritra,2980
blpolaris,2247
b uonuma usui,3043
d/ggrape dragon,1084
ll indra,1926
d/d pitou,1032
r/gset,2384
vegeta,1560
sedin,2875
gg artemis,572
r/d tendo jigoku,2481
rrleilan,2073
rphoenix rider,2094
gargwa & gargwa cat,861
ll sun wukong,2660
g/lcanopus,1206
b/b sarasvati,3069
keroppi & plessie,1153
ddanubis,1000
r titan,984
dnaraku,2483
l/r superman,2824
l/r aotsuki ushio and tora,2465
dd sleeping beauty,1421
gl avalon drake,2752
b urd,2289
lr sakuya,2510
cupid,1104
meteor volcano dragon,211
b/g berry dragon,1078
lbdd-guardian,851
b scheat,2565
anne & mary,977
bdryune,2443
rg guan yinping,1590
r/rred riding hood,1413
d/bhaku,2076
ggbastet,495
g/r liu bei,1743
g/l heracles,1098
bmeimei,3114
b awilda,975
b beyzul,1227
rr salamander,1109
dd coc p.e.k.k.a,731
rrkyubi,2113
l/l wee jas,1625
d zoë hange,2368
r/ggenthru,1026
ammonite,2578
wooden dark tiamat,340
rd タマゾーｘ覚醒幻神・オーディン,3162
athena another,2568
dhyou,2844
larchangel raphael,2501
l ariel,2496
fragrem,2878
lcloud,2764
r alma,2243
rタマゾーｘ覚醒幻神・オーディン,3162
l/rgadius,2950
lg sakuya another,2569
g/bkapibara-san & white-san,1936
b/bsadalmelik,2186
lmitsuhashi & ito,2860
jord,2320
lb supergirl,1678
d/gmutecocoon,1601
db archangel lucifer,2502
blisis,997
majin buu - pure,1582
gl threedia,1472
d pitou,1032
gkouichi haruyama,2618
bb sarasvati,3069
gc crab ver.3,1322
asuka&upgraded eva unit-02,696
r/r archangel uriel,2498
lrsaria,2441
lddeathstroke,1058
r tabby nyadra,1957
b/b kozukura,1880
g タマゾーｘ覚醒オーディン,3095
rflame golem,1272
rlvermilionyt,737
lmyojin yahiko,3023
ur-chimera,1123
great tengu,2129
jackal anubis,499
goku,1937
yian kut-ku & kut-ku cat,1606
b/lpolaris,2247
henry boram,1291
b acubens,2555
wild drake,1301
awoken yamatsumi,2549
bb hera-is,1737
l/dsopdet,1463
lkanna,2148
gmalboro,736
rg shotel,1881
jed,1028
bthe norn skuld,2714
l/d shin,1865
r/l princess valkyrie,1728
d/dokuninushi,1300
apolaris,2247
l/r fragrem,2878
ddiadem,2189
bbidunn&idunna,653
bb water dragon swordsman,1505
rrame no uzume,1296
rhera,1781
cu chulainn,693
r sedin,2875
super saiyan - vegeta,1399
rr shaitan,919
race,2978
スネイク・ヘッズ副頭・陣内公平,2622
gl dragonette,332
b braska's final aeon,2787
lr ra,2012
awoken noah,1461
grdragonette,330
ll eco baby tiny,1318
dr dark golem,2128
danubis,2013
batman+batarang,933
dragon shiryu,1431
ganesha,3071
l ra dragon,2259
g/lawoken odin cat,881
l/lunicorn,1213
bdindigo,2263
mori motonari,3103
r/gantares,3054
lizanami,2664
lrunicorn rider,2100
a anubis,2013
r/lishikawa goemon,2006
dbahamut,1907
ggaia,2738
b/bkamui,2740
bbsharon,1617
g/g mystic stone knight,2741
gliu bei,2903
mochizuki chiyome,1191
gaemo,2048
b/bsea serpent,1095
rb ab wingman,961
b nut,2385
kurone,1515
rtitan,984
lmu,1721
b/ledogawa conan,2862
br hermes,2748
rd shuten-doji,2805
r sonia,1645
awoken vritra,2980
renji abarai,2699
l/l fat chocobo,2084
dblack mage,2802
g lagavulin,443
r/g strawberry dragon,1076
l juza,2449
gb armin arlert,2362
b/d neptune dragon,2255
vampire duke,895
d/r satan maria,1888
pegasus seiya,1427
r/rberserker,2800
b/bkyoza meguri,2848
bbawilda,975
l machine zeus,2528
d/rhideto bandou,2614
gr the norn verdandi,2390
dunder construction,704
bkraken,1211
awoken archdemon lucifer,2507
betelgeuse,283
draggie,1190
d knightmare batman,2827
d邪眼皇ロマノフi世,2176
llrei sirius,1621
dpandora,2662
l/larchangel raphael,627
d/r hadar,1207
blamon,2504
dohko,1723
r antares,3054
dd haku,1269
b/g ars paulina,1752
dragon shogun,1129
ddevil dragon helheim,412
blpuppetmaster santa,535
b/rvolsung,1841
b/b rinoa,2036
b/b hera-is,1737
ggkano,1513
rlalma,2242
gd dragonette,333
g/gsadojima hoji,3041
lb juza,2449
asurtr,2398
g algedi,2557
wind courier kano,421
rlhorus,2927
l/l ra dragon,2259
d/lanother geist,3017
rrmystic flame knight,2739
l/lfuu,1514
d thoth,1465
r pepper”火モード”,3160
erwin smith,2364
r/l agni,2637
ld baal,2506
l cecil,2769
l/ddefoud,1631
g/dartemis,2237
another justice,2989
b sharon,1617
dd batman+batarang,933
kagutsuchi,1726
rrshinjo kagato,2240
tsukuyomi,990
g/g meimei,2075
rhimiko,2543
r/l rain,2784
g/g my melody,2088
levia,967
lamaterasu,2324
princess valkitty,1165
b berserk,1208
r shaitan,919
r/dsonia,1645
r/d ranger,1904
g/lkaguya-hime,2808
bdhakumen no mono,2485
dgzoë hange,2368
malboro king&tonberry king,736
sakuya another,2569
g artemis,2749
b bowmore,442
a sphinx,2008
g/l kano,2956
plum,2762
g earth dragon swordsman,1897
d/l satsuki,2150
r/dheavy metal dragon,1712
gd armored titan,2374
blue flame ifrit,322
r baalbek,782
dnarga cat,2340
z8,1847
gl athena,2810
ldd-guardian,851
galgedi,2557
d dill sirius,1623
ll fat chocobo,2084
gthe norn verdandi,2390
d/l succubus,1105
d/l zeus,918
rgdino rider,1301
b/bpuppetmaster,1905
g kaede,2972
gd aemo,2048
dgryps rider,1305
d/l hades,396
b/rbarbarossa,2918
r/dminerva,389
g/l shiryu,1724
gl parvati,1117
rr shun,1433
g/l wonder woman,2825
dnephthys,2388
b/lice golem,1273
llcloud,2764
pitou,1032
dd ginyu,1391
dbkurone,3117
dhera,985
zabgon,967
nytengu,2540
rr shinjo kagato,2240
d dragon samurai,3085
l princess punt,821
r ame no uzume,2278
l regios cat,1604
king gold cat,879
b/bice dragon niflheim,409
rkagutsuchi,1726
awoken parvati,1956
akagutsuchi,1726
r ares,2747
shinji&eva unit-01,2326
dgmayuri kurotsuchi,2701
liberty geist,3015
llda qiao & xiao qiao,1744
phoenix rider,2094
yoruichi,2687
r/rkyubi,2113
rgsonia,2512
r harley quinn,2136
g/bplan,1320
l/r takeminakata,2806
balancile another,2245
rlsalamander,324
kali,2078
rd android 17,1566
scarecrow,2138
g/g shiryu,1431
g wonder woman,2825
l/dfirem,1915
g/lodin,1423
gmachine athena,3074
hatsume,1192
toa,2876
gb masamune,1883
rrathalos cat,1196
bgmeimei,3114
rr kut-ku cat,1606
b/d indigo,2263
aries,2651
rdtrance kuja,2786
exiled apollo,1059
dfallen angel lucifer,2507
g/benju,2938
ronia,1645
ll saori,2124
g cameo,2670
seregios & regios cat,1604
grex cat,2343
lgindra,2979
b mythril,1713
rdenebola,2553
dmystic dark knight,2743
gg cauchemar,1628
lg helianthus,1169
gl sacred dragon king saiga another,1969
r yamato takeru,2657
g/g parvati,1956
b/bkarin,2074
gsarutobi sasuke,1193
lxiu min,2760
g/dgriffin rider,2098
bg aegir,2383
d/b pumpkin joker,2403
b/b dragoon,2799
a mephistopheles,1510
l unicorn rider,2100
r/rasuka&eva unit-02,1200
gd cloud of darkness,2054
g/d sonia,2567
b/dvampire,895
bkenshin,541
dzaerog∞,1847
yamcha,1407
hideyoshi,543
gdragnarok dragon,2594
r/r wroggi cat,857
dg dragon zombie,2947
lex luthor,2831
twin goddesses,371
minerva,1533
d/dchiaotzu,1411
b kerokerokeroppi,2087
l/bdd-guardian,851
deathstroke + b. staff,1058
r/lhera,1781
heracles,1098
bwater dragon swordsman,1505
l/bhathor,2387
r inuyasha,2459
l/lrei sirius,1621
fafnir,117
phoenix knight homura,229
r/g liberty geist,3015
sador,2333
lbaal,2506
b/l hyoga,2123
athoth,1465
b/b sadalmelik,2186
rcao cao,2901
ra dragon,2259
flammesickle,1591
l/lpterra,483
lorichalcum,740
l/r ra,2012
rl himiko,2543
b/d uonuma usui,3043
bbhermes,570
bdilsix,2277
r/dshiva dragon,2253
lr myojin yahiko,3023
shinra dragon god saiga another,1969
rrcatwoman,927
d'spinas,19
awoken haku,2076
g sinbad,2854
b/b lakshmi,1955
blast aurora dragon,1091
l/l apocalypse,2925
ld mitsuhashi & ito,2860
main battery gunfire,2328
lg athena another,2568
gr osamu furukawa,2606
ll eschamali,2949
juza of the clouds,2449
g/gvishnu,3070
ll rei&eva unit-00,2327
g/gfreyja,654
b/dalfecca,2191
ggreat tengu,2129
lizanagi,2984
takani megumi,3027
l/dsherias roots,2943
l/lgenie,922
dgnaraku,2483
ddamascus,741
d/d fencer,1906
kirisawa fuko,2471
rg shedir,2531
blprincess valkyrie,1729
g/lathena,2810
l defoud,1631
d/galraune,2411
cloud of darkness,2054
b sakuya,2813
aotsuki ushio and tora,2465
bmizuha,2935
rl minerva,388
l archangel metatron,1217
llradious,1127
g/rbastet,2011
dd cursed dragon,3084
r/b exiled apollo,882
rhenoplos cat,865
ldivory dragon,337
d maple,2729
bkamiya kaoru,3021
bbwater dragon swordsman,1505
lalcyone,2559
awoken zeus olympios,917
bmetatron,3111
b kraken,1211
bwadatsumi,1307
coc crimson dragon,729
ddragon samurai,3085
ddpandora,2661
dr princess valkyrie,1731
d cursed dragon,3084
r/d sonia another,2570
glbastet,888
g perseus,2659
rlil' red dragon,1090
bglakshmi,1114
rd majin buu,1582
g/g athena,2811
b/b chester,2291
lgthor,1347
bgsarutobi sasuke,2815
r/dhorus,2009
lb izanami,2664
b/brinoa,2036
lzeus & hera,1923
llthor,655
d sonia,2406
pierdra badtz-maru,1157
l da qiao & xiao qiao,2904
d/rkali,2078
gmelon dragon,1080
lkopis,1884
blrei,3075
gremory,2999
lacrux,2337
d/g naraku,2483
gabranth,2789
g gabranth,2789
rsquall,2034
rrred riding hood,1413
gdgriffin rider,2098
g kisuke urahara,2689
d/d heavy metal dragon,1215
bl amon,2504
rglil' red dragon,1090
glzidane,2038
dbvalkyrie claire,2318
bbur-chimera,1123
l facet,2672
l/lgc crab,1322
heaven neptune,390
rvermilionyt,737
sadalmelik,2186
ddfrieza - first form,1379
bd hakumen no mono,2485
russian nyadra,1958
g/gastaroth,1259
gzidane,2038
himura kenshin,3019
holy isis,493
a freyja,2394
bblue flamedragon muspelheim,413
dhagamar,1765
b/dbraska's final aeon,2787
tosabowdra,2430
d/l fagan,1343
b/dhera-is,597
l/b izanami,2664
black zeus,2220
g/dhonjo kamatari,3037
rl leilan,1263
d/d dill sirius,1623
nyhorus,2537
rlalibaba,2475
plan,1320
ggperseus,2659
r/rmurakumo takeda,1283
g kali,2814
r yasutora sado,2685
lil' white dragon,1093
batman+bw attack,935
dprincess valkyrie,1731
b/laegir,2963
dinocorn,503
bb ren kougyoku,2858
lseraphis,2891
l/b hathor,2387
glshaina,1719
vishnu,3070
wangren,1225
d dark dragon swordsman,1899
db inasa kirio & kuin,2467
awoken odin cat,1199
elder jotunn,1272
acrux,2337
madoromi dragon,1277
bd mizuha,2935
g/daemo,2048
mu,1721
d/b castor,3061
dheavy metal dragon,1215
lfemale titan,2378
dbcreuse,1658
g puzzdroid,831
lgenie,922
l/d izanagi,2281
rlishikawa goemon,2006
l/dhattori hanzo,2538
lrmyojin yahiko,3023
g armin arlert,2362
fortoytops,759
cursed wyrm,1358
rlhimura kenshin,3019
toshiro hitsugaya,2691
g/l archangel michael,625
ggearth dragon swordsman,1897
r/l ares,2235
superman,2824
braska's final aeon,2787
l/lmystic light knight,2742
bpolaris,2248
bl princess valkyrie,1729
dr oda nobunaga,2924
b/b ice dragon niflheim,409
d/rnarga cat,2340
dg hamal,2561
g/dthief,1902
lddefoud,1631
l/lra dragon,2259
rheavy metal dragon,1712
人造人間17号・戦闘態勢,1566
llgenie,922
hello kitty & tyrannos,2086
r renji abarai,2699
l/lthor,655
shiva dragon,2253
thuban,2185
bb archangel gabriel,2499
gryps rider finn,387
gb spica,3058
r/g poogie,2346
gljord,2320
l krista lenz,2370
viper orochi,2322
d/bana,3090
rgliu bei,2514
lnetero,1024
gcasablanca,1168
g/d gabranth,2789
leschamali,2949
dd vritra,1927
g captain kidd,976
l/d first form,2791
gzeus-dios,2948
llfuma kotaro,1194
rr asuka&eva unit-02,1200
d beelzebub,1371
drdurga,1339
l/g sakuya,2077
dbpumpkin joker,2403
bgienah,2334
dgkouhei jinnai,2622
chaotic gore magala & gore cat,2344
rukia kuchiki,2679
b/gviper orochi,2322
doda nobunaga,2924
g/l star justice,2987
bbhyoga,1429
rxiang mei,2756
g/b dragonette,331
gsonia,2567
blue champion,513
dd shadow lord,2788
kenpachi zaraki,2695
l the flash,1684
dl yomi dragon,2261
lprincess soprano,2733
lヤ魔モトｐ,2221
b tidus,2042
db beelzebub,645
d/d yomi,990
rrmr. satan,1584
b/l toki,3076
rr belial,2503
d/dshadow lord,2788
dr nobunaga,2130
gandroid 16,1564
juggler,2803
asandalphon,1119
drvampire lord,2410
lakechi mitsuhide,2954
gg draggie,1190
ddokuninushi,1300
grosamu furukawa,2606
dr gravis,1648
r the norn urd,2663
grgon freecss,2226
d/d evil dragon helheim,412
lyuria,2447
r ikki,1435
d/g aamir,2809
g/rzhang fei,1425
br viper orochi,1555
dzeromus,2055
adeus ex machina,2234
r/r morgiana,2477
rberserker,2800
cerberus rider,2102
lglil' white dragon,1093
lg fairlio,760
b/dawoken odin cat,1199
b/r scheat,2565
gg perseus,2659
l/lkanna,3233
d jaggi cat,855
db pumpkin joker,2403
fire dominion uriel,621
alma & kapibara-san,2243
bb pianis,2117
amachine athena,3074
bl ninja hattori,2427
l/dhera-sowilo,2946
dlsaga,2122
ana,3087
dl bahamut,1907
ldon-chan,1554
gkano,1513
b/bidunn&idunna,653
b/gsea serpent,327
lfacet,2672
juda,1869
bcarat,2668
g/d kouichi haruyama,2618
rl lifive,2092
b/rsun quan,2902
dlemperor masterion,1060
angel,95
rb the norn urd,2663
d narga cat,2340
l/rmyojin yahiko,3023
sagara takeshi,2866
lpepper”光モード”,3066
dsleeping beauty,1421
nine-tailed izuna,885
ll gc crab,1322
l seiya,1725
thunderdragon indra,243
verdor,2940
b/b viper orochi,986
b/g isis,2010
g/l parvati,1117
rathalos & rathalos cat,1196
gbplan,1320
yasutora sado,2685
d/l gryps rider,1305
gdsevenzard,2754
r/g dino rider,1301
g great tengu,2129
g medjedra,1837
gcameo,2670
demon viper orochi,135
l/rbisky,1018
b/blegelonte,1916
r/r ace,2926
gr lil' green dragon,1092
nykanna,2534
r/r salamander,1109
d/bokuninushi,2282
l/lfat chocobo,2084
情義の諜報神・石田三成,3105
d/b zweihander,1885
rrcao cao,2901
ufo,771
b mizuha,2935
dl dark angel metatron,643
dd chester,1627
b/l tidus,2042
dd henry boram,1291
sundragon pterados,16
d/d black mage,456
l/l unicorn,1213
rr mochizuki chiyome,1191
g/l liu bei,1742
l balancile another,2245
ll patricia ezel,1289
rlarchangel uriel,621
r/d shiva,1113
r/rcao cao,2901
b/lsun quan,1740
dd dill sirius,1623
g/gkano,1513
dl castor,3062
gvishnu,3070
gd sinbad,2854
ld kikyo,2842
lmyr,2969
g/b kapibara-san,612
caph,2529
ll regios cat,1604
gd ren hakuryuu,2856
rr flamedragon muspelheim,408
melody & brachy,1155
g/l zidane,2038
d lu bu,2905
gd thief,1902
dr durga,1339
rdguan yu,1244
r/b rozuel,2493
d/dunder construction,704
lr ilm,3235
ld tatsuya bitou,2610
gren hakuryuu,2856
l/gsakuya another,2569
g osiris,2386
g ishtar,1363
rd trance kuja,2786
lb leonis,2193
light dominion raphael,627
genthru,1026
r tsubaki,2970
br scheat,2565
rr ranger,527
laila,1615
ll apocalypse,2925
b/lgohan,1559
kuromi,1159
eco tiny alma,666
d hideto bandou,2614
rcatwoman,927
bdsonia,2566
g kapibara-san & white-san,1936
d/d fallen angel lucifer,1553
rd shiva,1113
sumire,2971
ll aladdin,2473
r/rshiva,1954
d/d hades,397
r murakumo takeda,1283
bltoki,3076
r rain,2784
b/dwadatsumi,1307
d oda nobunaga,2924
l pompompurin,2089
l regulus,286
d haku,2076
g kuarje,2877
zabshark,966
lsuperman,2824
b/d hera-is,597
g/l shew,1871
gsevenzard,2754
rd ace,2046
ldmajin buu,1580
g/r zhang fei,1425
top droidragon,831
polaris,2248
b gotenks,1938
bhera-is,1737
bgisis,2010
a shinji&kaworu&unit-13,706
l/livory dragon,1110
b/d braska's final aeon,2787
rranger santa,533
ultimate moogle&carbuncle,592
l/l the flash,1684
dmadoromi dragon,1277
berserk,1208
famiel,2494
blnoah,2391
valkyrie claire,1731
swallowtail,1601
g/g kushinadahime,2280
apocalypse,2925
g ishida mitsunari,3106
gwee jas,1705
awoken minerva,1533
r/l zeus vulcan,1252
g robin hood,2920
lpollux,3060
gparvati,1956
ltinnin,2070
gb marine rider,1303
l/l archangel raphael,627
kitty's festa joker,2085
dmaple,2729
ddgore cat,2344
surtr,2398
r/gcao cao,1738
b/g sakuya,2813
r ace,2978
dr jed,1028
ldヤ魔モトｐ,2221
rlhanazawa saburou,2630
ld cecil,2769
b ilsix,2277
gore cat,2344
gkapibara-san & white-san,1936
天獄召喚・バハムートヘルヘブン,1907
awoken amaterasu ohkami,2324
llseiya,1725
ldthouzer,1873
l heimdallr,2400
dr ishijima domon,2852
rscarlet,2206
zeus dragon,2719
四代目武装戦線副頭・村田十三,2620
dlyomi,989
gb australis,2563
lraotsuki ushio and tora,2465
dnobunaga,2130
r terra,2773
l moogle&carbuncle,735
llsaori,2124
griffin rider,2098
b alfecca,2191
l/r gadius,2950
g/dbastet,2929
aawoken odin cat,1199
b/g muse,1652
l deus ex machina,2234
g/r the norn verdandi,2390
dgorchid,1170
amachine hera,2526
rl ares,2235
glmeimei,1267
rg sonia,2512
gl meimei,1267
g/g isle dragon yggdrasil,410
gldohko,1723
l gasho,1764
dapple drawn,2085
g/grangiku matsumoto,2693
g/l avalon drake,2752
d/l fencer santa,537
l/givory dragon,336
d/rnobunaga,2130
d/d basilisk,1111
zuoh,2746
gkushinadahime,2280
bb ruka,1512
aegir,2383
dd batgirl & batwoman,1686
ishikawa goemon,2006
linka,2735
d/dgore cat,2344
r/galma,2243
rrarchangel uriel,2498
g/dcauchemar,2894
lr superman,2824
dl eschamali,2592
d/l akechi mitsuhide,3110
brmori motonari,3104
l/lcinnamoroll,1161
l/dkikyo,2842
g/d ruel,2495
l/l tinnin,2070
d/g mutecocoon,1601
